OTUID,Kingdom,Phylum,Class,Order,Family,Genus,Species
5be32839be6c9d66ba8d92ede383f8e6,d__Bacteria, p__Unassaigned, c__Unassaigned, o__Unassaigned, f__Unassaigned, g__Unassigned, s__Unassaigned
de49850d639a7b09f6c11387c01f5757,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Lachnospiraceae, g__Uncultured, s__uncultured_bacterium
b2dc66d9fb441733fc99e6315adea8b9,d__Bacteria, p__Firmicutes, c__Clostridia, o__Oscillospirales, f__Oscillospiraceae, g__Unassigned, s__Unassaigned
101115b2728c2c096a6e97638e8d2bec,d__Bacteria, p__Firmicutes, c__Bacilli, o__Erysipelotrichales, f__Erysipelotrichaceae, g__Breznakia, s__uncultured_bacterium
269b045ab36e697315b2c195d14cf687,d__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Lactobacillaceae, g__Lactobacillus, s__Lactobacillus_apis
6362359ab242c1213ed345a210e949da,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Lachnospiraceae, g__Unassigned, s__Unassaigned
d62fa3dfb901069ebd79ac5fc5acd1fe,d__Bacteria, p__Firmicutes, c__Bacilli, o__Erysipelotrichales, f__Erysipelotrichaceae, g__Holdemania, s__Unassaigned
7f97c226c894d72704dcc00bc62a6409,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Lachnospiraceae, g__Lachnospiraceae_UCG-010, s__uncultured_bacterium
335b90652b6be46d4319c3f9f60721e3,d__Bacteria, p__Firmicutes, c__Clostridia, o__Oscillospirales, f__Oscillospiraceae, g__Unassigned, s__Unassaigned
65931ca6423e90d7e257b6901bc78e06,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Tannerellaceae, g__Uncultured, s__Unassaigned
de230e564aca24708f3601cb7e48cdde,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Marinifilaceae, g__Odoribacter, s__uncultured_bacterium
09955676c12875dd721fe3ff45edeaa5,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Lachnospiraceae, g__Unassigned, s__Unassaigned
7bb46f6ad6f866867edcf4b4cda93c50,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rickettsiales, f__Anaplasmataceae, g__Anaplasma, s__Unassaigned
7a1a7d3362a2f4e3bb2b0f088b9a6b84,d__Bacteria, p__Firmicutes, c__Bacilli, o__Erysipelotrichales, f__Erysipelotrichaceae, g__[Clostridium]_innocuum_group, s__Unassaigned
a5856b277892edecb674b54235e9c3f9,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Lachnospiraceae, g__Uncultured, s__uncultured_bacterium
9104c4b42757f253f35768d341c2a32b,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacterales, f__Yersiniaceae, g__Serratia, s__Unassaigned
ad92a0e5347f27cf7086ed3db08e41d3,d__Bacteria, p__Firmicutes, c__Clostridia, o__Oscillospirales, f__Ruminococcaceae, g__Harryflintia, s__uncultured_bacterium
f46081b0047d95610022d73e39964ce4,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Rikenellaceae, g__Alistipes, s__uncultured_bacterium
0f45b96953db5b0b58e2138aee3ed697,d__Bacteria, p__Firmicutes, c__Clostridia, o__Oscillospirales, f__Ruminococcaceae, g__Unassigned, s__Unassaigned
ae8d5fbe17dc52c3dd3f85e6e379f6a3,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Lachnospiraceae, g__Tuzzerella, s__uncultured_bacterium
88cb0af74ebb813b249b69fb1342afe4,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Lachnospiraceae, g__Lachnoclostridium, s__Unassaigned
f860b2e05b5e2b6e0f99de17b7029254,d__Bacteria, p__Firmicutes, c__Bacilli, o__Erysipelotrichales, f__Erysipelotrichaceae, g__Holdemania, s__Unassaigned
945edf42a6a4e148968c31cab25c6aad,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Tannerellaceae, g__Parabacteroides, s__Unassaigned
ce10674f4df292c0286e43268187cbeb,d__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridia_UCG-014, f__Clostridia_UCG-014, g__Clostridia_UCG-014, s__uncultured_Firmicutes
d09ac2719179ce445475d19f361713b1,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Bacteroides, s__Unassaigned
9d00dece127686e149e43c838475ac7f,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Lachnospiraceae, g__Coprococcus, s__Unassaigned
ab90ac683e9423b8edca9ee11b5d129f,d__Bacteria, p__Firmicutes, c__Negativicutes, o__Veillonellales-Selenomonadales, f__Unassaigned, g__Unassigned, s__Unassaigned
9f6a1c142975ab6a381eaf604c12b813,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Orbales, f__Orbaceae, g__Gilliamella, s__uncultured_gamma
8f55493bf14974776fcfcb6e85f3bb9d,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Lachnospiraceae, g__Unassigned, s__Unassaigned
07db7236c34176dbb9da3e966164989e,d__Bacteria, p__Firmicutes, c__Clostridia, o__Oscillospirales, f__Ruminococcaceae, g__Uncultured, s__anaerobic_digester
0cf5633d0acee262e87da3db80a9baaf,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Marinifilaceae, g__Odoribacter, s__uncultured_bacterium
1eb8ccd8503ebc49525110a5d9475dd8,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Lachnospiraceae, g__Unassigned, s__Unassaigned
b326b74bbd803234d609305fca3c9581,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Lachnospiraceae, g__Unassigned, s__Unassaigned
35d8befe2a06f232394186b95e8c1413,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Lachnospiraceae, g__Frisingicoccus, s__Unassaigned
608366f84d69c7b87c6da3004d7c9fb7,d__Bacteria, p__Firmicutes, c__Clostridia, o__Oscillospirales, f__Ruminococcaceae, g__Pygmaiobacter, s__uncultured_bacterium
d91ab319b7d651ae12941f574432d760,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Lachnospiraceae, g__Unassigned, s__Unassaigned
e334b9f66d3e53431edc3e8ac10bebcf,d__Bacteria, p__Firmicutes, c__Bacilli, o__Entomoplasmatales, f__Spiroplasmataceae, g__Spiroplasma, s__uncultured_bacterium
82c448c1808ec28bd3b550b0460519cb,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Lachnospiraceae, g__Hungatella, s__uncultured_bacterium
fc8d5e9ee604b85bb84682fd1c259d2c,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Marinifilaceae, g__Odoribacter, s__uncultured_bacterium
1d60e4d996ce10a25bc2aa4c14995595,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Marinifilaceae, g__Odoribacter, s__uncultured_bacterium
4625893ffbfff7ee54decdaf2a2f1685,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Marinifilaceae, g__Odoribacter, s__uncultured_bacterium
648f1e3569e1b98a35eb4beb5e5d3e39,d__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridia_UCG-014, f__Clostridia_UCG-014, g__Clostridia_UCG-014, s__Unassaigned
f12a0a185eac530144304b1b954cfcd7,d__Bacteria, p__Firmicutes, c__Clostridia, o__Oscillospirales, f__Ruminococcaceae, g__DTU089, s__Ruminococcaceae_bacterium
26edf7034861fee25cdbd5122b43ac4c,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Marinifilaceae, g__Odoribacter, s__Unassaigned
419dfeeb324ee204ea04ea65fe01c81e,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Lachnospiraceae, g__Lachnoclostridium, s__Unassaigned
540721b4095a2a1f6d2546c5bda83fd6,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Bacteroides, s__Bacteroides_sartorii
6322057404148a884d29303d62880b0d,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Bacteroides, s__Unassaigned
718fd5649f65dd9b5d717d153e63fa46,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Lachnospiraceae, g__Unassigned, s__Unassaigned
8b74089f59b28e641f2c8c736707f8b2,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacterales, f__Enterobacteriaceae, g__Salmonella, s__Unassaigned
c4f449df4557bfb801a92e2c804dd0df,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Lachnospiraceae, g__Unassigned, s__Unassaigned
bf1703b850cb89d89fd040af4135d111,d__Bacteria, p__Firmicutes, c__Clostridia, o__Oscillospirales, f__Ruminococcaceae, g__Incertae_Sedis, s__uncultured_bacterium
f330a8d2204597dbe97585c4185570bd,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Bacteroides, s__Bacteroides_fragilis
792e40f5167f6b4c7ac4152e2492628d,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Lachnospiraceae, g__Unassigned, s__Unassaigned
253cac77622beee67585984850f4ea44,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Marinifilaceae, g__Odoribacter, s__uncultured_bacterium
9c9b52545de5f778018c4460740a6c38,d__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridia_vadinBB60_group, f__Clostridia_vadinBB60_group, g__Clostridia_vadinBB60_group, s__uncultured_bacterium
7af20c6ce9e237d8c8412b654e9b1fc2,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Lachnospiraceae, g__Unassigned, s__Unassaigned
7cebeaa2d83ee4352865c038085652c2,d__Bacteria, p__Firmicutes, c__Clostridia, o__Oscillospirales, f__Oscillospiraceae, g__UCG-005, s__uncultured_Clostridiales
ab2bfb86c1caa884497b8339f51705e6,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Lachnospiraceae, g__Lachnoclostridium, s__Unassaigned
14038a6daeeb8849503a43d30ba33870,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Lachnospiraceae, g__Unassigned, s__Unassaigned
806210c1d2d75d4828f504c26a708574,d__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridia_UCG-014, f__Clostridia_UCG-014, g__Clostridia_UCG-014, s__Unassaigned
e872f98a41e86a9ee72b5bb076bc654e,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Lachnospiraceae, g__Lachnoclostridium, s__Unassaigned
0693e53ee44b21d04dcdccde50333172,d__Bacteria, p__Firmicutes, c__Clostridia, o__Oscillospirales, f__Ruminococcaceae, g__Anaerotruncus, s__Anaerotruncus_sp.
b24f5838b3586b1cb541d14ac5289861,d__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridia_UCG-014, f__Clostridia_UCG-014, g__Clostridia_UCG-014, s__Unassaigned
5d1f5d4d7f3abcec9f638c9a5c061396,d__Bacteria, p__Desulfobacterota, c__Desulfovibrionia, o__Desulfovibrionales, f__Desulfovibrionaceae, g__Uncultured, s__uncultured_Desulfovibrionaceae
990ca7dc83ec1f7499b25325f985cce0,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Tannerellaceae, g__Parabacteroides, s__Parabacteroides_distasonis
001efeae1a41041d6b1f322035330f0a,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Lachnospiraceae, g__Unassigned, s__Unassaigned
6400ad43ebeebb0c2b35152734547a2c,d__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridia_UCG-014, f__Clostridia_UCG-014, g__Clostridia_UCG-014, s__uncultured_bacterium
1d0f4ddd857e20436e273377def48d1d,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Lachnospiraceae, g__Lachnoclostridium, s__Unassaigned
eba65a6c0226fad41ee9dff264ecd62d,d__Bacteria, p__Firmicutes, c__Clostridia, o__Oscillospirales, f__Ruminococcaceae, g__Uncultured, s__uncultured_bacterium
49929e26955dd27c82c6b08d5b2b3cfe,d__Bacteria, p__Firmicutes, c__Clostridia, o__Oscillospirales, f__Oscillospiraceae, g__Oscillibacter, s__Unassaigned
f6ae3ee42fe3b84bd2ada3734ec95206,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Tannerellaceae, g__Parabacteroides, s__Unassaigned
64166f47efaac9c63010f41e448826dd,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Lachnospiraceae, g__Unassigned, s__Unassaigned
2d3e1968b7f19f8d525a74ef5992e374,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Lachnospiraceae, g__Lachnoclostridium, s__Unassaigned
94d3159e4d89ed3dde831775007a1145,d__Bacteria, p__Campilobacterota, c__Campylobacteria, o__Campylobacterales, f__Helicobacteraceae, g__Helicobacter, s__Unassaigned
902d8f67d3ef7fec32c8b3b3c1ad0ba3,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Lachnospiraceae, g__Eisenbergiella, s__uncultured_organism
aceb457aaa6b12da1ec4f2492cc2053f,d__Bacteria, p__Firmicutes, c__Clostridia, o__Oscillospirales, f__Ruminococcaceae, g__Uncultured, s__uncultured_bacterium
f2d1298355f69631523b124eda05a5af,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Lachnospiraceae, g__Lachnospiraceae_UCG-004, s__uncultured_bacterium
94a8abb548d015b773eb15b46c5daf02,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Pseudomonadales, f__Pseudomonadaceae, g__Pseudomonas, s__Unassaigned
304db80bed00f5f3cbc01ec11fa7361b,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Tannerellaceae, g__Tannerellaceae, s__Parabacteroides_sp.
dd9f2fd3d7c05299d6b7f2b32e5947bd,d__Bacteria, p__Firmicutes, c__Clostridia, o__Oscillospirales, f__Oscillospiraceae, g__Uncultured, s__Unassaigned
238da5abd41c58899735e63f09ed728a,d__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Leuconostocaceae, g__Weissella, s__Unassaigned
e3ceee21295f247607feacae4699f350,d__Bacteria, p__Firmicutes, c__Clostridia, o__Oscillospirales, f__Oscillospiraceae, g__Unassigned, s__Unassaigned
968bf771b4f1167372e878b29182dbba,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacterales, f__Yersiniaceae, g__Unassigned, s__Unassaigned
db56e5074702a5bc6ca3f45cc5dae9e5,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Lachnospiraceae, g__Uncultured, s__Unassaigned
3329d7243c0c71ee2c28cd793810528c,d__Bacteria, p__Firmicutes, c__Clostridia, o__Oscillospirales, f__Ruminococcaceae, g__Pygmaiobacter, s__uncultured_bacterium
b2224f4a4154eec47d85c01484f1637a,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Lachnospiraceae, g__Unassigned, s__Unassaigned
f3f12ecd3f11fe56f6d01b419336f775,d__Bacteria, p__Firmicutes, c__Bacilli, o__Erysipelotrichales, f__Erysipelatoclostridiaceae, g__Coprobacillus, s__Unassaigned
7189c282314c9826e230f52e04542e6c,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Bacteroides, s__Bacteroides_sartorii
122274c5782288aa2049e783553a7515,d__Bacteria, p__Firmicutes, c__Bacilli, o__Erysipelotrichales, f__Erysipelotrichaceae, g__Unassigned, s__Unassaigned
8a85c8f48fab5f2a39775c78bdea726c,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Bacteroides, s__Unassaigned
94f52f5d20084375d412a8f68f0dc2c3,d__Bacteria, p__Firmicutes, c__Clostridia, o__Peptostreptococcales-Tissierellales, f__Anaerovoracaceae, g__Unassigned, s__Unassaigned
6030dc2d5bf896cbfb70d859aedfd783,d__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridia_vadinBB60_group, f__Clostridia_vadinBB60_group, g__Clostridia_vadinBB60_group, s__uncultured_organism
f56e8ecfac5f476636eb05564abe289b,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Lachnospiraceae, g__Unassigned, s__Unassaigned
44975f4be80c562534edffca38613d73,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Bacteroides, s__Unassaigned
be6e552b1deb4544e20a3ff49577ce7b,d__Bacteria, p__Firmicutes, c__Clostridia, o__Peptococcales, f__Peptococcaceae, g__Peptococcus, s__uncultured_organism
30fc4b27b0166206f0fe79a79e86aa8e,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Lachnospiraceae, g__Lachnoclostridium, s__Unassaigned
dc319cf2bd5065b4efcb8026fb5aeacd,d__Bacteria, p__Firmicutes, c__Clostridia, o__Oscillospirales, f__Oscillospiraceae, g__Unassigned, s__Unassaigned
587608fca3fdc737018be4531f4fbe80,d__Bacteria, p__Firmicutes, c__Clostridia, o__Oscillospirales, f__Ruminococcaceae, g__Uncultured, s__uncultured_bacterium
496001947f9d29081a228ee74ee0e2ec,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Bacteroides, s__uncultured_bacterium
1022625f50664466f3f838919a566dad,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Marinifilaceae, g__Odoribacter, s__uncultured_bacterium
a536dc217446964627f6b33cdf724d61,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Lachnospiraceae, g__Uncultured, s__Unassaigned
c54feaed94b53803cf5bad847674d8b2,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Tannerellaceae, g__Parabacteroides, s__Unassaigned
6dcc63d099a818e8e7fafc6e3174d7d2,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Lachnospiraceae, g__Unassigned, s__Unassaigned
5b076d912ea642c8d199aa72d2828706,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Lachnospiraceae, g__Unassigned, s__Unassaigned
b9e08e69e11a96cdd84b926d14c3ad4c,d__Bacteria, p__Firmicutes, c__Bacilli, o__Erysipelotrichales, f__Erysipelatoclostridiaceae, g__Erysipelatoclostridium, s__Unassaigned
4b0728eafc19e8e712a7483e055fa79a,d__Bacteria, p__Firmicutes, c__Bacilli, o__Mycoplasmatales, f__Mycoplasmataceae, g__Ureaplasma, s__uncultured_Ureaplasma
39c689289208bcf9c5d7a71f2254db3b,d__Bacteria, p__Firmicutes, c__Clostridia, o__Oscillospirales, f__Ruminococcaceae, g__DTU089, s__uncultured_organism
1b20aa1f9341a8aa9ff1707ec1464090,d__Bacteria, p__Firmicutes, c__Clostridia, o__Oscillospirales, f__Ruminococcaceae, g__Anaerotruncus, s__uncultured_bacterium
77d2373134806bae7e007696b85eeaf5,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Lachnospiraceae, g__Unassigned, s__Unassaigned
e59c2da7c5b0964e406b36b6a51977b3,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Lachnospiraceae, g__Tuzzerella, s__uncultured_bacterium
09c25852892900d095dffc4ed4f0c7b7,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Lachnospiraceae, g__Unassigned, s__Unassaigned
8e178c67cbff9ba7385ce633fe3c742f,d__Bacteria, p__Firmicutes, c__Clostridia, o__Oscillospirales, f__[Eubacterium]_coprostanoligenes_group, g__[Eubacterium]_coprostanoligenes_group, s__Unassaigned
2220bd46b69ee6ca1b113fde86363909,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Lachnospiraceae, g__Unassigned, s__Unassaigned
3c6ef8f4da041564c9f2a9c15f9cf4cf,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Marinifilaceae, g__Odoribacter, s__uncultured_bacterium
499eec271fc240cb6c2c58a4671fc2e8,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Marinifilaceae, g__Odoribacter, s__Unassaigned
7aebec4e33650d0ac57fe723a94c2c66,d__Bacteria, p__Firmicutes, c__Clostridia, o__Oscillospirales, f__Ruminococcaceae, g__Pygmaiobacter, s__uncultured_bacterium
970aa8462e3c7ba056ee797b32be681b,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Bacteroides, s__Unassaigned
36ef618fcc3c053e718da10f33f70dc9,d__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridia_UCG-014, f__Clostridia_UCG-014, g__Clostridia_UCG-014, s__Unassaigned
f5e16821d8c1ae7d6dca0b0387cc5585,d__Bacteria, p__Unassaigned, c__Unassaigned, o__Unassaigned, f__Unassaigned, g__Unassigned, s__Unassaigned
9b034dda96a9675588ca188b3fbf9d2c,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Lachnospiraceae, g__Lachnoclostridium, s__Unassaigned
7f24f67e929287751fad84123af6f851,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Lachnospiraceae, g__Lachnospiraceae_NK4A136, s__Unassaigned
42f227f65b649d01392c1b07c5314313,d__Bacteria, p__Firmicutes, c__Clostridia, o__Oscillospirales, f__Butyricicoccaceae, g__Butyricicoccus, s__Unassaigned
073306577f6257f3b1b00983350a5629,d__Bacteria, p__Firmicutes, c__Clostridia, o__Oscillospirales, f__Ruminococcaceae, g__Anaerotruncus, s__Unassaigned
7d274bd0eef7027957b199cf79596971,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Lachnospiraceae, g__Unassigned, s__Unassaigned
ff3cd4fc20d517126bc22c675985bf43,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Rikenellaceae, g__Alistipes, s__Unassaigned
b0572543f63bdf0c0bef8bcec5fc20cc,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Bacteroides, s__Unassaigned
8d235eb84dc8fd29f229f4450a1cc480,d__Bacteria, p__Firmicutes, c__Clostridia, o__Oscillospirales, f__Oscillospiraceae, g__Sporobacter, s__uncultured_bacterium
3bbd59c6f6700cd40f6b3c2d0372033d,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Defluviitaleaceae, g__Defluviitaleaceae_UCG-011, s__uncultured_bacterium
8b10729807dce6ee9e58e0f62754b22d,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Tannerellaceae, g__Tannerellaceae, s__Parabacteroides_sp.
626b211bc5b767a81baff0e352ac709b,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Lachnospiraceae, g__Marvinbryantia, s__Unassaigned
bfc637cae3b919ffda6f764368222927,d__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridia_UCG-014, f__Clostridia_UCG-014, g__Clostridia_UCG-014, s__Unassaigned
a625086ae2d4cb64aea4bd3bc3b9b5dd,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Marinifilaceae, g__Odoribacter, s__uncultured_bacterium
7299d956d5784c631b67b6f557e151fc,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Bacteroides, s__Unassaigned
f023f7692a315fa25a1e8c1c47a71230,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Marinifilaceae, g__Odoribacter, s__Unassaigned
726cf0908df007cfa5e42c7299233071,d__Bacteria, p__Firmicutes, c__Clostridia, o__Oscillospirales, f__Ruminococcaceae, g__Unassigned, s__Unassaigned
25c80014f281fd5c51255fb6d8f4609b,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Bacteroides, s__Unassaigned
23d8cc7298bbd4e1b2a21b5990c19bf9,d__Bacteria, p__Firmicutes, c__Bacilli, o__Entomoplasmatales, f__Entomoplasmataceae, g__Entomoplasma, s__uncultured_Entomoplasma
9356c0c7c410184d3122517082256837,d__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridia_vadinBB60_group, f__Clostridia_vadinBB60_group, g__Clostridia_vadinBB60_group, s__uncultured_bacterium
07df3215626e06d1555d90c581df9637,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Lachnospiraceae, g__Unassigned, s__Unassaigned
3e810221c09811601d7bf69b9e19e31c,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Bacteroides, s__Bacteroides_acidifaciens
ff1c787b304be626ab94f6997d599013,d__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Leuconostocaceae, g__Fructobacillus, s__Fructobacillus_fructosus
1aa3ac02660e8611afa03613a7a7e916,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Tannerellaceae, g__Tannerellaceae, s__Parabacteroides_sp.
7b9d62916a70e7b5aec4172ffc5c62f0,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Tannerellaceae, g__Parabacteroides, s__uncultured_bacterium
32268787cfec1fba6090021e4cff017f,d__Bacteria, p__Firmicutes, c__Bacilli, o__RF39, f__RF39, g__RF39, s__Unassaigned
93996cb39c8e63659079c98937cf92c6,d__Bacteria, p__Firmicutes, c__Clostridia, o__Oscillospirales, f__Ruminococcaceae, g__Anaerotruncus, s__Unassaigned
d2604b3760647caf82cc18ff2d935abd,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Lachnospiraceae, g__Unassigned, s__Unassaigned
427f5142ae52662b7db0bdd5689461f0,d__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Enterococcaceae, g__Enterococcus, s__Unassaigned
52787ec9a339c0733e52372277035078,d__Bacteria, p__Firmicutes, c__Clostridia, o__Eubacteriales, f__Anaerofustaceae, g__Anaerofustis, s__Anaerofustis_stercorihominis
5154e72d526c801f8b7734359fbcff09,d__Bacteria, p__Firmicutes, c__Clostridia, o__Oscillospirales, f__Oscillospiraceae, g__Colidextribacter, s__Unassaigned
bde8d6e30f3eccd2a88afa1a3db7f60b,d__Bacteria, p__Firmicutes, c__Clostridia, o__Oscillospirales, f__Oscillospiraceae, g__Uncultured, s__Unassaigned
1ab7a9bc9f2b88606b28b606688db0da,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Marinifilaceae, g__Odoribacter, s__uncultured_Odoribacter
47f3d645d96038371757074de1d8fb8d,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Bacteroides, s__Bacteroides_fragilis
44fcb19ae3f14ac18011f50d834a8889,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Tannerellaceae, g__Parabacteroides, s__Unassaigned
